ID,MemoryType,Valence,AbsDiff,Accuracy
29,OO,Neutral,1,0
29,ON,Negative,1,1
29,OO,Negative,1,1
29,ON,Neutral,3,1
29,OO,Neutral,4,1
29,ON,Neutral,1,1
29,OO,Negative,2,1
29,ON,Negative,3,0
29,OO,Negative,3,1
29,ON,Neutral,5,0
29,OO,Neutral,1,1
29,ON,Neutral,5,1
29,OO,Neutral,4,1
29,ON,Neutral,5,1
29,OO,Negative,2,0
29,ON,Negative,5,0
29,OO,Negative,1,0
29,ON,Neutral,1,0
29,OO,Neutral,1,1
29,ON,Neutral,1,0
29,OO,Neutral,2,0
29,ON,Neutral,5,0
29,OO,Negative,1,1
29,ON,Neutral,5,1
29,OO,Neutral,1,1
29,ON,Neutral,3,1
29,OO,Neutral,3,1
29,ON,Neutral,5,1
29,OO,Negative,3,1
29,ON,Neutral,1,0
29,OO,Negative,3,1
29,ON,Negative,3,0
29,OO,Neutral,3,1
29,ON,Negative,1,0
29,OO,Neutral,2,1
29,ON,Neutral,1,0
29,OO,Neutral,2,1
29,ON,Negative,1,1
29,OO,Negative,2,1
29,ON,Negative,1,1
29,OO,Neutral,4,0
29,ON,Neutral,5,1
29,OO,Neutral,1,0
29,ON,Neutral,5,1
29,OO,Neutral,1,1
29,ON,Neutral,5,0
29,OO,Neutral,5,1
29,ON,Negative,3,1
29,OO,Negative,2,1
29,ON,Neutral,3,1
29,OO,Neutral,1,0
29,ON,Neutral,5,1
29,OO,Negative,3,1
29,ON,Neutral,3,1
29,OO,Neutral,3,1
29,ON,Neutral,1,1
29,OO,Neutral,1,0
29,ON,Neutral,3,1
29,OO,Negative,3,1
29,ON,Neutral,3,1
29,OO,Negative,2,0
29,ON,Neutral,3,0
29,OO,Neutral,1,1
29,ON,Negative,3,1
29,OO,Neutral,4,0
29,ON,Neutral,5,1
29,OO,Negative,5,1
29,ON,Negative,3,0
29,OO,Neutral,2,0
29,ON,Neutral,5,1
29,OO,Neutral,1,1
29,ON,Neutral,5,0
29,OO,Negative,2,1
29,ON,Neutral,5,1
29,OO,Neutral,2,1
29,ON,Neutral,3,0
29,OO,Negative,2,0
29,ON,Neutral,5,0
29,OO,Negative,3,1
29,ON,Neutral,5,1
29,OO,Neutral,2,1
29,ON,Negative,5,1
29,OO,Neutral,1,1
29,ON,Negative,1,1
29,OO,Negative,2,1
29,ON,Neutral,1,1
29,OO,Negative,1,1
29,ON,Negative,1,0
29,OO,Neutral,3,0
29,ON,Negative,5,1
29,OO,Neutral,2,0
29,ON,Negative,3,0
29,OO,Neutral,4,1
29,ON,Neutral,1,1
29,OO,Neutral,3,1
29,ON,Negative,3,1
29,OO,Negative,2,0
29,ON,Neutral,1,1
29,OO,Negative,3,0
29,ON,Neutral,3,0
29,OO,Neutral,4,1
29,ON,Neutral,5,1
29,OO,Negative,2,0
29,ON,Neutral,3,1
29,OO,Neutral,4,0
29,ON,Negative,5,0
30,OO,Neutral,1,0
30,ON,Neutral,1,1
30,OO,Negative,4,1
30,ON,Negative,3,0
30,OO,Neutral,5,1
30,ON,Neutral,3,1
30,OO,Negative,1,1
30,ON,Negative,1,1
30,OO,Negative,1,0
30,ON,Negative,3,1
30,OO,Neutral,3,0
30,ON,Negative,3,1
30,OO,Negative,4,1
30,ON,Negative,5,0
30,OO,Neutral,1,1
30,ON,Negative,1,1
30,OO,Neutral,1,0
30,ON,Neutral,3,1
30,OO,Negative,4,1
30,ON,Negative,5,1
30,OO,Negative,1,1
30,ON,Negative,1,1
30,OO,Neutral,3,1
30,ON,Negative,3,1
30,OO,Negative,1,0
30,ON,Neutral,1,1
30,OO,Negative,1,1
30,ON,Negative,1,0
30,OO,Neutral,3,1
30,ON,Neutral,5,1
30,OO,Neutral,2,1
30,ON,Negative,1,0
30,OO,Negative,4,0
30,ON,Negative,5,0
30,OO,Negative,1,0
30,ON,Neutral,3,1
30,OO,Neutral,5,1
30,ON,Negative,5,0
30,OO,Negative,2,1
30,ON,Neutral,1,1
30,OO,Negative,4,0
30,ON,Neutral,5,0
30,OO,Neutral,2,1
30,ON,Neutral,5,1
30,OO,Neutral,3,0
30,ON,Negative,3,1
30,OO,Negative,2,1
30,ON,Negative,5,1
30,OO,Negative,1,1
30,ON,Negative,3,0
30,OO,Neutral,3,1
30,ON,Negative,1,1
30,OO,Negative,2,1
30,ON,Negative,3,0
30,OO,Neutral,1,1
30,ON,Negative,1,0
30,OO,Negative,1,1
30,ON,Neutral,3,1
30,OO,Neutral,4,1
30,ON,Neutral,1,1
30,OO,Negative,2,1
30,ON,Negative,3,1
30,OO,Negative,3,1
30,ON,Neutral,5,1
30,OO,Neutral,1,1
30,ON,Neutral,5,0
30,OO,Neutral,4,1
30,ON,Neutral,5,0
30,OO,Negative,2,0
30,ON,Negative,5,1
30,OO,Negative,1,0
30,ON,Neutral,1,1
30,OO,Neutral,1,0
30,ON,Neutral,1,1
30,OO,Neutral,2,0
30,ON,Neutral,5,1
30,OO,Negative,1,1
30,ON,Neutral,5,1
30,OO,Neutral,1,0
30,ON,Neutral,3,1
30,OO,Neutral,3,1
30,ON,Neutral,5,0
30,OO,Negative,3,1
30,ON,Neutral,1,1
30,OO,Negative,3,0
30,ON,Negative,3,0
30,OO,Neutral,3,1
30,ON,Negative,1,0
30,OO,Neutral,2,1
30,ON,Neutral,1,1
30,OO,Negative,3,1
30,ON,Negative,1,0
30,OO,Negative,2,0
30,ON,Negative,1,0
30,OO,Neutral,4,0
30,ON,Neutral,5,1
30,OO,Neutral,1,0
30,ON,Neutral,5,1
30,OO,Neutral,1,0
30,ON,Neutral,5,1
30,OO,Neutral,5,1
30,ON,Negative,3,1
30,OO,Negative,2,0
30,ON,Neutral,3,1
30,OO,Neutral,4,0
30,ON,Neutral,5,1
30,OO,Negative,3,1
30,ON,Neutral,3,1
30,OO,Neutral,3,1
30,ON,Neutral,1,0
30,OO,Neutral,1,1
30,ON,Neutral,3,1
30,OO,Negative,3,1
30,ON,Neutral,3,1
30,OO,Negative,2,0
30,ON,Neutral,3,1
30,OO,Neutral,1,1
30,ON,Negative,3,0
30,OO,Neutral,4,1
30,ON,Neutral,5,1
30,OO,Negative,5,0
30,ON,Negative,3,1
30,OO,Neutral,2,1
30,ON,Neutral,5,1
30,OO,Neutral,1,1
30,ON,Neutral,5,1
30,OO,Negative,2,1
30,ON,Neutral,5,0
30,OO,Neutral,2,0
30,ON,Neutral,3,1
30,OO,Negative,2,0
30,ON,Neutral,5,0
30,OO,Negative,3,1
30,ON,Neutral,5,0
30,OO,Neutral,2,1
30,ON,Negative,5,1
30,OO,Neutral,1,0
30,ON,Negative,1,1
30,OO,Negative,2,1
30,ON,Neutral,1,0
30,OO,Negative,1,1
30,ON,Negative,1,1
30,OO,Neutral,3,0
30,ON,Negative,5,1
30,OO,Neutral,2,0
30,ON,Negative,3,0
30,OO,Neutral,4,1
30,ON,Neutral,1,0
30,OO,Neutral,3,1
30,ON,Negative,3,1
30,OO,Negative,2,0
30,ON,Neutral,1,1
30,OO,Negative,3,0
30,ON,Neutral,3,0
30,OO,Neutral,4,1
30,ON,Neutral,5,1
30,OO,Negative,2,0
30,ON,Neutral,3,1
30,OO,Neutral,4,0
30,ON,Negative,5,1
31,OO,Neutral,1,1
31,ON,Neutral,1,1
31,OO,Negative,4,1
31,ON,Negative,3,1
31,OO,Neutral,5,0
31,ON,Neutral,3,1
31,OO,Negative,1,0
31,ON,Negative,1,1
31,OO,Negative,1,1
31,ON,Negative,3,1
31,OO,Neutral,3,1
31,ON,Negative,3,1
31,OO,Negative,4,1
31,ON,Negative,5,0
31,OO,Neutral,1,1
31,ON,Negative,1,0
31,OO,Neutral,1,0
31,ON,Neutral,3,1
31,OO,Negative,4,1
31,ON,Negative,5,0
31,OO,Negative,1,1
31,ON,Negative,1,0
31,OO,Neutral,3,1
31,ON,Negative,3,0
31,OO,Negative,1,0
31,ON,Neutral,1,1
31,OO,Negative,1,1
31,ON,Negative,1,1
31,OO,Neutral,3,0
31,ON,Neutral,5,0
31,OO,Neutral,2,0
31,ON,Negative,1,1
31,OO,Negative,4,1
31,ON,Negative,5,1
31,OO,Negative,1,0
31,ON,Neutral,3,0
31,OO,Neutral,5,0
31,ON,Negative,5,1
31,OO,Negative,2,1
31,ON,Neutral,1,0
31,OO,Negative,4,1
31,ON,Neutral,5,0
31,OO,Neutral,2,1
31,ON,Neutral,5,1
31,OO,Neutral,3,1
31,ON,Negative,3,0
31,OO,Negative,2,0
31,ON,Negative,5,1
31,OO,Negative,1,0
31,ON,Negative,3,0
31,OO,Neutral,3,1
31,ON,Negative,1,0
31,OO,Negative,2,1
31,ON,Negative,3,0
31,OO,Neutral,1,0
31,ON,Negative,1,1
31,OO,Negative,1,1
31,ON,Neutral,3,0
31,OO,Neutral,4,1
31,ON,Neutral,1,1
31,OO,Negative,2,1
31,ON,Negative,3,1
31,OO,Negative,3,0
31,ON,Neutral,5,0
31,OO,Neutral,1,0
31,ON,Neutral,5,0
31,OO,Neutral,4,0
31,ON,Neutral,5,0
31,OO,Negative,2,0
31,ON,Negative,5,1
31,OO,Negative,1,1
31,ON,Neutral,1,0
31,OO,Neutral,1,0
31,ON,Neutral,1,1
31,OO,Neutral,2,1
31,ON,Neutral,5,1
31,OO,Negative,1,1
31,ON,Neutral,5,0
31,OO,Neutral,1,1
31,ON,Neutral,3,1
31,OO,Neutral,3,1
31,ON,Neutral,5,1
31,OO,Negative,3,0
31,ON,Neutral,1,0
31,OO,Negative,3,1
31,ON,Negative,3,1
31,OO,Neutral,3,0
31,ON,Negative,1,0
31,OO,Neutral,2,0
31,ON,Neutral,1,0
31,OO,Negative,3,0
31,ON,Negative,1,0
31,OO,Negative,2,0
31,ON,Negative,1,0
31,OO,Neutral,4,1
31,ON,Neutral,5,1
31,OO,Negative,1,0
31,ON,Neutral,5,1
31,OO,Neutral,1,0
31,ON,Neutral,5,1
31,OO,Neutral,5,1
31,ON,Negative,3,1
31,OO,Negative,2,1
31,ON,Neutral,3,0
31,OO,Neutral,4,0
31,ON,Neutral,5,1
31,OO,Negative,3,1
31,ON,Neutral,3,0
31,OO,Neutral,3,1
31,ON,Neutral,1,1
31,OO,Neutral,1,1
31,ON,Neutral,3,0
31,OO,Negative,3,1
31,ON,Neutral,3,0
31,OO,Negative,2,1
31,ON,Neutral,3,1
31,OO,Neutral,1,1
31,ON,Negative,3,1
31,OO,Neutral,4,1
31,ON,Neutral,5,1
31,OO,Negative,5,1
31,ON,Negative,3,1
31,OO,Neutral,2,0
31,ON,Neutral,5,0
31,OO,Neutral,1,1
31,ON,Neutral,5,0
31,OO,Negative,2,1
31,ON,Neutral,5,0
31,OO,Neutral,2,0
31,ON,Neutral,3,0
31,OO,Negative,2,1
31,ON,Neutral,5,1
31,OO,Negative,3,1
31,ON,Neutral,5,1
31,OO,Neutral,2,1
31,ON,Negative,5,0
31,OO,Neutral,1,1
31,ON,Negative,1,1
31,OO,Negative,2,0
31,ON,Neutral,1,1
31,OO,Negative,1,1
31,ON,Negative,1,0
31,OO,Neutral,3,1
31,ON,Negative,5,1
31,OO,Neutral,2,0
31,ON,Negative,3,0
31,OO,Negative,4,1
31,ON,Neutral,1,1
31,OO,Neutral,3,0
31,ON,Negative,3,1
31,OO,Negative,2,0
31,ON,Negative,1,1
31,OO,Negative,3,1
31,ON,Neutral,3,1
31,OO,Neutral,4,1
31,ON,Neutral,5,1
31,OO,Negative,2,1
31,ON,Neutral,3,0
31,OO,Neutral,4,0
31,ON,Negative,5,1
33,OO,Neutral,1,1
33,ON,Negative,5,0
33,OO,Negative,4,1
33,ON,Neutral,3,0
33,OO,Neutral,5,1
33,ON,Neutral,5,1
33,OO,Negative,1,1
33,ON,Neutral,3,1
33,OO,Negative,1,0
33,ON,Neutral,1,1
33,OO,Neutral,3,1
33,ON,Negative,3,0
33,OO,Negative,4,1
33,ON,Neutral,1,0
33,OO,Neutral,1,1
33,ON,Negative,3,0
33,OO,Neutral,1,1
33,ON,Negative,5,1
33,OO,Negative,4,1
33,ON,Negative,1,1
33,OO,Negative,1,0
33,ON,Neutral,1,1
33,OO,Neutral,3,1
33,ON,Negative,1,0
33,OO,Negative,1,1
33,ON,Negative,5,1
33,OO,Negative,1,0
33,ON,Neutral,5,1
33,OO,Neutral,3,1
33,ON,Neutral,5,1
33,OO,Neutral,2,1
33,ON,Neutral,3,1
33,OO,Negative,4,1
33,ON,Neutral,5,0
33,OO,Negative,1,1
33,ON,Neutral,5,0
33,OO,Neutral,5,1
33,ON,Neutral,5,1
33,OO,Negative,2,0
33,ON,Negative,3,0
33,OO,Negative,4,1
33,ON,Neutral,5,0
33,OO,Neutral,2,0
33,ON,Negative,3,1
33,OO,Neutral,3,1
33,ON,Neutral,3,0
33,OO,Negative,2,1
33,ON,Neutral,3,0
33,OO,Negative,1,1
33,ON,Neutral,3,1
33,OO,Neutral,3,1
33,ON,Neutral,1,0
33,OO,Negative,2,0
33,ON,Neutral,3,1
33,OO,Neutral,1,0
33,ON,Neutral,5,1
33,OO,Negative,1,0
33,ON,Neutral,3,1
33,OO,Neutral,4,1
33,ON,Negative,3,1
33,OO,Negative,2,1
33,ON,Neutral,5,1
33,OO,Negative,3,0
33,ON,Neutral,5,1
33,OO,Neutral,1,0
33,ON,Neutral,5,1
33,OO,Neutral,4,1
33,ON,Negative,1,1
33,OO,Negative,2,1
33,ON,Negative,1,1
33,OO,Negative,1,1
33,ON,Neutral,1,1
33,OO,Neutral,1,1
33,ON,Negative,1,0
33,OO,Neutral,2,1
33,ON,Negative,3,1
33,OO,Negative,1,0
33,ON,Neutral,1,1
33,OO,Neutral,1,1
33,ON,Neutral,5,1
33,OO,Neutral,3,1
33,ON,Neutral,3,1
33,OO,Negative,3,1
33,ON,Neutral,5,0
33,OO,Negative,3,1
33,ON,Neutral,5,1
33,OO,Neutral,3,1
33,ON,Neutral,1,1
33,OO,Neutral,2,0
33,ON,Neutral,1,1
33,OO,Negative,3,0
33,ON,Negative,5,1
33,OO,Negative,2,1
33,ON,Neutral,5,0
33,OO,Neutral,4,1
33,ON,Neutral,5,0
33,OO,Neutral,1,1
33,ON,Neutral,5,1
33,OO,Neutral,1,1
33,ON,Negative,3,1
33,OO,Neutral,5,1
33,ON,Neutral,1,1
33,OO,Negative,2,1
33,ON,Neutral,3,0
33,OO,Neutral,4,0
33,ON,Negative,1,1
33,OO,Negative,3,1
33,ON,Negative,3,0
33,OO,Neutral,3,1
33,ON,Negative,1,0
33,OO,Neutral,1,1
33,ON,Negative,3,0
33,OO,Negative,3,1
33,ON,Negative,5,1
33,OO,Negative,2,1
33,ON,Negative,3,1
33,OO,Neutral,1,0
33,ON,Neutral,5,1
33,OO,Neutral,4,1
33,ON,Neutral,5,0
33,OO,Negative,5,1
33,ON,Neutral,1,1
33,OO,Neutral,2,1
33,ON,Negative,5,1
33,OO,Neutral,1,1
33,ON,Neutral,3,0
33,OO,Negative,2,1
33,ON,Negative,5,0
33,ON,Negative,1,1
33,OO,Negative,2,1
33,ON,Neutral,5,1
33,OO,Negative,3,1
33,ON,Negative,1,1
33,OO,Neutral,2,1
33,ON,Neutral,1,1
33,OO,Neutral,1,1
33,ON,Negative,3,1
33,OO,Negative,2,0
33,ON,Negative,1,0
33,OO,Negative,1,1
33,ON,Negative,5,1
33,OO,Neutral,3,1
33,ON,Neutral,3,1
33,OO,Neutral,2,1
33,ON,Negative,1,0
33,OO,Negative,4,1
33,ON,Negative,5,1
33,OO,Neutral,3,0
33,ON,Negative,3,0
33,OO,Negative,2,0
33,ON,Negative,3,0
33,OO,Negative,3,1
33,ON,Negative,1,0
33,OO,Neutral,4,1
33,ON,Neutral,3,1
33,OO,Negative,2,1
33,ON,Negative,3,0
33,OO,Neutral,4,0
33,ON,Neutral,1,0
34,OO,Neutral,1,1
34,ON,Neutral,1,1
34,OO,Negative,4,1
34,ON,Negative,3,1
34,OO,Neutral,5,0
34,ON,Neutral,3,1
34,OO,Negative,1,1
34,ON,Negative,1,1
34,OO,Negative,1,0
34,ON,Negative,3,1
34,OO,Neutral,3,0
34,ON,Negative,3,1
34,OO,Negative,4,1
34,ON,Negative,5,0
34,OO,Neutral,1,1
34,ON,Negative,1,1
34,OO,Neutral,1,0
34,ON,Neutral,3,0
34,OO,Negative,4,0
34,ON,Negative,5,0
34,OO,Negative,1,0
34,ON,Negative,1,0
34,OO,Neutral,3,0
34,ON,Negative,3,1
34,OO,Negative,1,1
34,ON,Neutral,1,1
34,OO,Negative,1,1
34,ON,Negative,1,1
34,OO,Neutral,3,0
34,ON,Neutral,5,1
34,OO,Neutral,2,0
34,ON,Negative,1,1
34,OO,Negative,4,1
34,ON,Neutral,1,0
34,OO,Negative,1,1
34,ON,Neutral,3,1
34,OO,Neutral,5,0
34,ON,Negative,5,1
34,OO,Negative,2,1
34,ON,Neutral,1,0
34,OO,Negative,4,1
34,ON,Neutral,1,1
34,OO,Neutral,2,0
34,ON,Neutral,5,1
34,OO,Neutral,3,1
34,ON,Negative,3,1
34,OO,Negative,2,1
34,ON,Negative,5,1
34,OO,Negative,1,1
34,ON,Negative,3,0
34,OO,Neutral,3,0
34,ON,Negative,1,1
34,OO,Negative,2,1
34,ON,Negative,3,0
34,OO,Neutral,1,0
34,ON,Negative,1,0
34,OO,Negative,1,0
34,ON,Neutral,3,1
34,OO,Neutral,4,1
34,ON,Neutral,1,0
34,OO,Negative,2,0
34,ON,Negative,3,0
34,OO,Negative,3,1
34,ON,Neutral,5,0
34,OO,Neutral,1,1
34,ON,Neutral,5,0
34,OO,Neutral,4,0
34,ON,Neutral,5,1
34,OO,Negative,2,1
34,ON,Negative,5,1
34,OO,Negative,1,0
34,ON,Neutral,1,1
34,OO,Neutral,1,0
34,ON,Neutral,1,0
34,OO,Neutral,2,1
34,ON,Neutral,5,0
34,OO,Negative,1,1
34,ON,Neutral,5,1
34,OO,Neutral,1,0
34,ON,Neutral,3,0
34,OO,Neutral,3,0
34,ON,Neutral,5,0
34,OO,Negative,3,1
34,ON,Neutral,1,1
34,OO,Negative,3,1
34,ON,Negative,3,1
34,OO,Neutral,3,1
34,ON,Negative,1,0
34,OO,Neutral,2,0
34,ON,Neutral,1,1
34,OO,Negative,3,0
34,ON,Negative,1,0
34,OO,Negative,2,0
34,ON,Negative,1,1
34,OO,Neutral,4,1
34,ON,Neutral,5,0
34,OO,Negative,1,0
34,ON,Neutral,5,1
34,OO,Neutral,1,1
34,ON,Neutral,5,0
34,OO,Neutral,5,0
34,ON,Negative,3,1
34,OO,Negative,2,1
34,ON,Neutral,3,0
34,OO,Neutral,4,0
34,ON,Neutral,5,1
34,OO,Negative,3,1
34,ON,Neutral,3,0
34,OO,Neutral,3,1
34,ON,Neutral,1,1
34,OO,Neutral,1,0
34,ON,Neutral,3,0
34,OO,Negative,3,0
34,ON,Neutral,3,0
34,OO,Negative,2,0
34,ON,Neutral,3,0
34,OO,Neutral,1,1
34,ON,Negative,3,1
34,OO,Neutral,4,0
34,ON,Neutral,5,1
34,OO,Negative,5,1
34,ON,Negative,3,0
34,OO,Neutral,2,0
34,ON,Neutral,5,1
34,OO,Neutral,1,1
34,ON,Neutral,5,1
34,OO,Negative,2,1
34,ON,Neutral,5,1
34,OO,Neutral,2,1
34,ON,Neutral,3,0
34,OO,Negative,2,0
34,ON,Neutral,5,1
34,OO,Negative,3,0
34,ON,Neutral,5,1
34,OO,Neutral,2,1
34,ON,Negative,5,0
34,OO,Neutral,1,0
34,ON,Negative,1,0
34,OO,Negative,2,0
34,ON,Neutral,1,0
34,OO,Negative,1,1
34,ON,Negative,1,0
34,OO,Neutral,3,1
34,ON,Negative,5,1
34,OO,Neutral,2,0
34,ON,Negative,3,0
34,OO,Negative,4,1
34,ON,Neutral,1,0
34,OO,Neutral,3,1
34,ON,Negative,3,0
34,OO,Negative,2,0
34,ON,Neutral,1,1
34,OO,Negative,3,0
34,ON,Neutral,3,1
34,OO,Neutral,4,1
34,ON,Neutral,5,1
34,OO,Negative,2,0
34,ON,Neutral,3,1
34,OO,Neutral,4,0
34,ON,Negative,5,1
35,OO,Neutral,1,0
35,ON,Neutral,1,1
35,OO,Negative,4,1
35,ON,Negative,3,0
35,OO,Neutral,5,1
35,ON,Neutral,3,1
35,OO,Negative,1,0
35,ON,Negative,1,1
35,OO,Negative,1,0
35,ON,Negative,3,1
35,OO,Neutral,3,1
35,ON,Negative,3,1
35,OO,Negative,4,1
35,ON,Negative,5,1
35,OO,Neutral,1,0
35,ON,Negative,1,1
35,OO,Neutral,1,1
35,ON,Neutral,3,0
35,OO,Negative,4,0
35,ON,Negative,5,0
35,OO,Negative,1,0
35,ON,Negative,1,1
35,OO,Neutral,3,1
35,ON,Negative,3,1
35,OO,Negative,1,1
35,ON,Neutral,1,1
35,OO,Negative,1,1
35,ON,Negative,1,0
35,OO,Neutral,3,1
35,ON,Neutral,5,1
35,OO,Neutral,2,0
35,ON,Negative,1,1
35,OO,Negative,4,0
35,ON,Neutral,1,1
35,OO,Negative,1,1
35,ON,Neutral,3,1
35,OO,Neutral,5,1
35,ON,Negative,5,1
35,OO,Negative,2,1
35,ON,Neutral,1,1
35,OO,Negative,4,0
35,ON,Neutral,1,1
35,OO,Neutral,2,1
35,ON,Neutral,5,0
35,OO,Neutral,3,0
35,ON,Negative,3,1
35,OO,Negative,2,1
35,ON,Negative,5,1
35,OO,Negative,1,0
35,ON,Negative,3,0
35,OO,Neutral,3,1
35,ON,Negative,1,0
35,OO,Negative,2,0
35,ON,Negative,3,1
35,OO,Neutral,1,0
35,ON,Negative,1,1
35,OO,Negative,1,0
35,ON,Neutral,3,1
35,OO,Neutral,4,1
35,ON,Neutral,1,0
35,OO,Negative,2,1
35,ON,Negative,3,0
35,OO,Negative,3,1
35,ON,Neutral,5,1
35,OO,Neutral,1,1
35,ON,Neutral,5,1
35,OO,Neutral,4,0
35,ON,Neutral,5,0
35,OO,Negative,2,0
35,ON,Negative,5,0
35,OO,Negative,1,1
35,ON,Neutral,1,1
35,OO,Neutral,1,0
35,ON,Neutral,1,0
35,OO,Neutral,2,0
35,ON,Neutral,5,0
35,OO,Negative,1,1
35,ON,Neutral,5,1
35,OO,Neutral,1,0
35,ON,Neutral,3,0
35,OO,Neutral,3,1
35,ON,Neutral,5,1
35,OO,Negative,3,0
35,ON,Neutral,1,1
35,OO,Negative,3,1
35,ON,Negative,3,1
35,OO,Neutral,3,1
35,ON,Negative,1,0
35,OO,Neutral,2,1
35,ON,Neutral,1,0
35,OO,Negative,3,0
35,ON,Negative,1,0
35,OO,Negative,2,0
35,ON,Negative,1,0
35,OO,Neutral,4,1
35,ON,Neutral,5,0
35,OO,Negative,1,1
35,ON,Neutral,5,0
35,OO,Neutral,1,1
35,ON,Neutral,5,1
35,OO,Neutral,5,1
35,ON,Negative,3,1
35,OO,Negative,2,1
35,ON,Neutral,3,1
35,OO,Neutral,4,1
35,ON,Neutral,5,0
35,OO,Negative,3,1
35,ON,Neutral,3,1
35,OO,Neutral,3,1
35,ON,Neutral,1,0
35,OO,Neutral,1,0
35,ON,Neutral,3,0
35,OO,Negative,3,1
35,ON,Neutral,3,1
35,OO,Negative,2,1
35,ON,Neutral,3,0
35,OO,Neutral,1,0
35,ON,Negative,3,0
35,OO,Neutral,4,1
35,ON,Neutral,5,1
35,OO,Negative,5,1
35,ON,Negative,3,0
35,OO,Neutral,2,1
35,ON,Neutral,5,1
35,OO,Neutral,1,0
35,ON,Neutral,5,1
35,OO,Negative,2,1
35,ON,Neutral,5,1
35,OO,Neutral,2,1
35,ON,Neutral,3,1
35,OO,Negative,2,0
35,ON,Neutral,5,0
35,OO,Negative,3,1
35,ON,Neutral,5,0
35,OO,Neutral,2,0
35,ON,Negative,5,1
35,OO,Neutral,1,1
35,ON,Negative,1,0
35,OO,Negative,2,0
35,ON,Neutral,1,1
35,OO,Negative,1,0
35,ON,Negative,1,1
35,OO,Neutral,3,0
35,ON,Negative,5,0
35,OO,Neutral,2,1
35,ON,Negative,3,0
35,OO,Negative,4,1
35,ON,Neutral,1,1
35,OO,Neutral,3,1
35,ON,Negative,3,0
35,OO,Negative,2,0
35,ON,Neutral,1,1
35,OO,Negative,3,1
35,ON,Neutral,3,1
35,OO,Neutral,4,1
35,ON,Neutral,5,1
35,OO,Negative,2,0
35,ON,Neutral,3,0
35,OO,Neutral,4,1
35,ON,Negative,5,0
36,OO,Neutral,1,0
36,ON,Neutral,1,1
36,OO,Negative,4,1
36,ON,Negative,3,1
36,OO,Neutral,5,1
36,ON,Neutral,3,1
36,OO,Negative,1,0
36,ON,Negative,1,0
36,OO,Negative,1,0
36,ON,Negative,3,1
36,OO,Neutral,3,0
36,ON,Negative,3,1
36,OO,Negative,4,1
36,ON,Negative,5,1
36,OO,Neutral,1,1
36,ON,Negative,1,0
36,OO,Neutral,1,1
36,ON,Neutral,3,1
36,OO,Negative,4,1
36,ON,Negative,5,1
36,OO,Neutral,3,0
36,ON,Negative,1,1
36,OO,Neutral,3,1
36,ON,Negative,3,1
36,OO,Negative,1,1
36,ON,Neutral,1,1
36,OO,Negative,1,1
36,ON,Negative,1,1
36,OO,Neutral,3,1
36,ON,Neutral,5,0
36,OO,Neutral,2,1
36,ON,Negative,1,1
36,OO,Negative,4,0
36,ON,Negative,5,1
36,OO,Negative,1,0
36,ON,Neutral,3,0
36,OO,Neutral,5,1
36,ON,Negative,5,1
36,OO,Negative,2,0
36,ON,Neutral,1,0
36,OO,Negative,4,1
36,ON,Neutral,5,0
36,OO,Neutral,2,1
36,ON,Neutral,5,0
36,OO,Neutral,3,1
36,ON,Negative,3,1
36,OO,Negative,2,0
36,ON,Negative,5,1
36,OO,Negative,1,0
36,ON,Negative,3,0
36,OO,Neutral,3,0
36,ON,Negative,1,1
36,OO,Negative,2,0
36,ON,Negative,3,0
36,OO,Neutral,1,0
36,ON,Negative,1,1
36,OO,Negative,1,0
36,ON,Neutral,3,0
36,OO,Neutral,4,1
36,ON,Neutral,1,1
36,OO,Negative,2,0
36,ON,Negative,3,1
36,OO,Negative,3,1
36,ON,Neutral,5,0
36,OO,Neutral,1,0
36,ON,Neutral,5,1
36,OO,Neutral,4,1
36,ON,Neutral,5,0
36,OO,Negative,2,1
36,ON,Negative,5,0
36,OO,Negative,1,1
36,ON,Neutral,1,1
36,OO,Neutral,1,0
36,ON,Neutral,1,1
36,OO,Neutral,2,1
36,ON,Neutral,5,1
36,OO,Negative,1,0
36,ON,Neutral,5,1
36,OO,Neutral,1,1
36,ON,Neutral,3,0
36,OO,Neutral,3,1
36,ON,Neutral,5,1
36,OO,Negative,3,1
36,ON,Neutral,1,0
36,OO,Negative,3,1
36,ON,Neutral,3,1
36,OO,Neutral,3,1
36,ON,Negative,1,1
36,OO,Neutral,2,0
36,ON,Neutral,1,1
36,OO,Negative,3,1
36,ON,Negative,1,0
36,OO,Negative,2,1
36,ON,Negative,1,0
36,OO,Neutral,4,0
36,ON,Neutral,5,1
36,OO,Negative,1,0
36,ON,Neutral,5,1
36,OO,Neutral,1,0
36,ON,Neutral,5,1
36,OO,Neutral,5,0
36,ON,Negative,3,0
36,OO,Negative,2,1
36,ON,Neutral,3,1
36,OO,Neutral,4,1
36,ON,Neutral,5,1
36,OO,Negative,3,1
36,ON,Neutral,3,1
36,OO,Neutral,3,1
36,ON,Neutral,1,0
36,OO,Neutral,1,0
36,ON,Neutral,3,0
36,OO,Negative,3,1
36,ON,Neutral,3,0
36,OO,Negative,2,0
36,ON,Neutral,3,0
36,OO,Neutral,1,0
36,ON,Negative,3,1
36,OO,Neutral,4,0
36,ON,Neutral,5,1
36,OO,Negative,5,1
36,ON,Negative,3,0
36,OO,Neutral,2,1
36,ON,Neutral,5,1
36,OO,Neutral,1,1
36,ON,Neutral,5,0
